Emotion,Text
fear,Saw a snake unexpectedly.
sadness, I can't . I am really behind of my work . 
anger,Towards wife's laziness in not performing her usual duties because of television watching.
neutral, A physics class about the creation of the universe ? That ’ s some pretty unscientific language there . Sounds more religious to me . 
neutral, Yes . 
fear,"I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me."
neutral, Nine ... but I'll be ten on May 1st.When is your birthday ? 
fear,he wants be bacc ! butt . . . ion kno mann !
joy,"And though , as Lachlan had planned , they had expected the attack in the morning , they were quite happy when their lookouts reported the Macleans ' approach in the early evening . "
anger," He ’ s my grandfather , and he never really liked you anyway ! "
neutral," Don't worry , you'll find a way . "
joy,Last year I went to see friends in Yugoslavia - two girls with whom I get along very well.
sadness, I apologize for their tardiness . 
joy,And the overjoyed youngster was swept off her feet by her favourite royal . 
joy, Yes . I am very glad to have the chance . 
fear,"I don't know what to do , if I can't find the money . "
fear,end of life symptoms/not eating sleeping alot/is Ma's life ending?       
sadness,"The holidays come to an end, and the next day we had to go back to University and to the exams."
neutral," No , I listen to background music . "
neutral, I see . OK . 
neutral," Yes , I do . "
fear,"She Women share on of technology. Fear of not being able to find/trust sone to help. Impact: limit potential, missed opportunities."
sadness,Caused a family disturbance.
fear,"His glance slid over to them , taking in the horrified Katarina surrounded by malicious-looking women . "
anger,"He sifted , somewhat peeved , through the remaining unopened mail . "
joy," ok , I ’ ll do that . Thank you , Iris . "
joy, I will ! I could use some good luck ! 
fear,Imagine my horror at seeing her step out followed by a man ! 
neutral," It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? "
anger,"When at very short notice I agreed to work in place of a friend who was sick, and owner of the restaurant refused to allow me a drink later in the evening (which is usually always available for workers), did not thank me, and was generally indifferent towards me - I felt I did not deserve this."
fear,Children that don't talk are scary when sick. What's this rash now? And was that what the nightlong crying was about?  #help
fear,I was moving in the graveyard at 6.00 pm one day and was griped by fear because I was told that ghosts detain people moving there at night.
sadness,Darby was momentarily crestfallen before saying : ` I still think it 's an office you need to find . 
joy, That's perfect . I will definitely do well . 
fear," Yes . My bike has one under the seat . Get it , quick ! "
sadness,When boyfriend could not stand up to his mother or for himself.
anger,When I quarrel with my husband . He didn't even try to cool me out . 
anger," Oh , what a terrible situation ! This traffic is unbearable . "
fear,"One evening, while going to meet a friend of mine, I had to cross a meadow by a dark road.  There were bushes on the other side of the road.  The weather was damp and a bit foggy.  I heard steps behind me and kept speeding up my steps all the time."
sadness,"I was in a hopeless situation in a dirty place. No study, no work, only loneliness."
sadness, I can't work out this problem . 
neutral, You think ? 
fear,"I broke my knee when I was skiing over \Yastrebetz\"" (a racing track in a Bulgarian winter resort)."""
joy," Wow sounds interesting ! Excuse me if I am being a bit nosy but , how old are you ? "
joy,Getting a good mark for a subject I had worked hard at but expected only a moderate mark.
sadness,Dolores felt glum at the sight 
sadness," it was also a proud day for me , but I also felt like a kind of loss that day . "
neutral,"Look at this headline , Soo Mi . "
anger,I work at a petrol station. When there is a foreigner who wants petrol my collegues treat him very impolite.
sadness,"I might have felt a little downcast at that point , only the evening had made me feel more encouraged about my prospects with her than I 'd felt for some time . "
neutral, Let the universe find us instead of forcing love . We prefer natural love . The most important thing is to be happy . Love will find us later . That is what we say . 
sadness, Oh yes ! Sorry ! Then we drive to the M11 motorway . 
sadness,When I failed the entrance exam to IMEC.
joy,When I was selected to this university despite my having studyied in difficulty throughout my secondary school days.
neutral," That's right , I have to work hard . "
joy,"Mike , come and look at this painting of shrimp ! It is so simple yet so vivid ! "
sadness,Producers must believe in their ability and not succumb to despondency . 
